WARNING: [IP_Flow 19-4832] The IP name 'xlnx_axi_dwidth_converter_dm_master' you have specified is long. The Windows operating system has path length limitations. It is recommended you use shorter names to reduce the likelihood of issues.
WARNING: [IP_Flow 19-4832] The IP name 'xlnx_axi_dwidth_converter_dm_slave' you have specified is long. The Windows operating system has path length limitations. It is recommended you use shorter names to reduce the likelihood of issues.
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_clock_converter/xlnx_axi_clock_converter.srcs/sources_1/ip/xlnx_axi_clock_converter/xlnx_axi_clock_converter_ooc.xdc'
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_dwidth_converter_dm_master/xlnx_axi_dwidth_converter_dm_master.srcs/sources_1/ip/xlnx_axi_dwidth_converter_dm_master/xlnx_axi_dwidth_converter_dm_master_ooc.xdc'
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_dwidth_converter/xlnx_axi_dwidth_converter.srcs/sources_1/ip/xlnx_axi_dwidth_converter/xlnx_axi_dwidth_converter_ooc.xdc'
WARNING: [IP_Flow 19-4994] Overwriting existing constraint file '/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/xilinx/xlnx_axi_dwidth_converter_dm_slave/xlnx_axi_dwidth_converter_dm_slave.srcs/sources_1/ip/xlnx_axi_dwidth_converter_dm_slave/xlnx_axi_dwidth_converter_dm_slave_ooc.xdc'
WARNING: [Synth 8-3936] Found unconnected internal register 'final_mantissa_reg' and it is trimmed from '25' to '24' bits. [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_fma.sv:546]
WARNING: [Synth 8-5856] 3D RAM inp_pipe_operands_q_reg  for this pattern/configuration is not supported. This will most likely be implemented in registers
WARNING: [Synth 8-3936] Found unconnected internal register 'final_mantissa_reg' and it is trimmed from '54' to '53' bits. [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_fma.sv:546]
WARNING: [Synth 8-3848] Net Iteration_cell_sum_AMASK_D[3] in module/entity control_mvp does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpu_div_sqrt_mvp/hdl/control_mvp.sv:842]
WARNING: [Synth 8-3848] Net Iteration_cell_carry_D[3] in module/entity control_mvp does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpu_div_sqrt_mvp/hdl/control_mvp.sv:840]
WARNING: [Synth 8-5856] 3D RAM inp_pipe_operands_q_reg  for this pattern/configuration is not supported. This will most likely be implemented in registers
WARNING: [Synth 8-5856] 3D RAM inp_pipe_operands_q_reg  for this pattern/configuration is not supported. This will most likely be implemented in registers
WARNING: [Synth 8-5856] 3D RAM inp_pipe_operands_q_reg  for this pattern/configuration is not supported. This will most likely be implemented in registers
WARNING: [Synth 8-6014] Unused sequential element gen_inside_pipeline[0].mid_pipe_info_q_reg[1][is_normal] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_cast_multi.sv:384]
WARNING: [Synth 8-6014] Unused sequential element gen_inside_pipeline[0].mid_pipe_info_q_reg[1][is_subnormal] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_cast_multi.sv:384]
WARNING: [Synth 8-6014] Unused sequential element gen_inside_pipeline[0].mid_pipe_info_q_reg[1][is_quiet] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_cast_multi.sv:384]
WARNING: [Synth 8-6014] Unused sequential element gen_inside_pipeline[0].mid_pipe_src_fmt_q_reg[1] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_cast_multi.sv:388]
WARNING: [Synth 8-6014] Unused sequential element target_regs.byp_pipe_valid_q_reg was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_opgroup_multifmt_slice.sv:400]
WARNING: [Synth 8-6014] Unused sequential element target_regs.byp_pipe_target_q_reg[1] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_opgroup_multifmt_slice.sv:406]
WARNING: [Synth 8-6014] Unused sequential element target_regs.byp_pipe_aux_q_reg[1] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_opgroup_multifmt_slice.sv:407]
WARNING: [Synth 8-6014] Unused sequential element target_regs.byp_pipe_valid_q_reg was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_opgroup_multifmt_slice.sv:400]
WARNING: [Synth 8-6014] Unused sequential element target_regs.byp_pipe_target_q_reg[2] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_opgroup_multifmt_slice.sv:406]
WARNING: [Synth 8-6014] Unused sequential element target_regs.byp_pipe_aux_q_reg[2] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cvfpu/src/fpnew_opgroup_multifmt_slice.sv:407]
WARNING: [Synth 8-3848] Net fpu_exception_o[tval2] in module/entity fpu_wrap does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/fpu_wrap.sv:37]
WARNING: [Synth 8-3848] Net fpu_exception_o[tinst] in module/entity fpu_wrap does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/fpu_wrap.sv:37]
WARNING: [Synth 8-3848] Net fpu_exception_o[gva] in module/entity fpu_wrap does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/fpu_wrap.sv:37]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/vendor/pulp-platform/common_cells/src/popcount.sv:33]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/vendor/pulp-platform/common_cells/src/popcount.sv:33]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/vendor/pulp-platform/common_cells/src/popcount.sv:33]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/vendor/pulp-platform/common_cells/src/popcount.sv:33]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/vendor/pulp-platform/common_cells/src/popcount.sv:33]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/branch_unit.sv:123]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/ex_stage.sv:362]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[15][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[14][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[13][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[12][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[11][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[10][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[9][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[8][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[7][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[6][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[5][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[4][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[3][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[2][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[1][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element tags_q_reg[0][vmid] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:389]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][reserved] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][ppn] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][rsw] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][d] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][a] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][g] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][u] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][x] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][w] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][r] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[15][gpte][v] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][reserved] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][ppn] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][rsw] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][d] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][a] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][g] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][u] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][x] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][w] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][r] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[14][gpte][v] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][reserved] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][ppn] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][rsw] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][d] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][a] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][g] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][u] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][x] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][w] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][r] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[13][gpte][v] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][reserved] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][ppn] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][rsw] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][d] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][a] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][g] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][u] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][x] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][w] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][r] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[12][gpte][v] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][reserved] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][ppn] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][rsw] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][d] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][a] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][g] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][u] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][x] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][w] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][r] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[11][gpte][v] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[10][gpte][reserved] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[10][gpte][ppn] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-6014] Unused sequential element content_q_reg[10][gpte][rsw] was removed.  [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_tlb.sv:390]
WARNING: [Synth 8-3848] Net req_port_o[data_wuser] in module/entity cva6_ptw does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_ptw.sv:55]
WARNING: [Synth 8-3848] Net shared_tlb_update_o[v_st_enbl] in module/entity cva6_ptw does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_ptw.sv:59]
WARNING: [Synth 8-3848] Net bad_gpaddr_o in module/entity cva6_ptw does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_ptw.sv:89]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:596]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:624]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:663]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:689]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:708]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:716]
WARNING: [Synth 8-3848] Net csr_hs_ld_st_inst_o in module/entity cva6_mmu does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/cva6_mmu/cva6_mmu.sv:57]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/amo_buffer.sv:54]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/store_unit.sv:255]
WARNING: [Synth 8-3848] Net req_port_o[data_wuser] in module/entity load_unit does not have driver. [/home/nightwalkerhea/Desktop/cva6/core/load_unit.sv:79]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/load_store_unit.sv:754]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/load_store_unit.sv:766]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/load_store_unit.sv:784]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/load_store_unit.sv:795]
WARNING: [Synth 8-3936] Found unconnected internal register 'rs2_forwarding_reg' and it is trimmed from '64' to '16' bits. [/home/nightwalkerhea/Desktop/cva6/core/ex_stage.sv:290]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:952]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1163]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1163]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1232]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1363]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1873]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1911]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:1995]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:2004]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:2021]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:2026]
WARNING: [Synth 8-693] zero replication count - replication ignored [/home/nightwalkerhea/Desktop/cva6/core/csr_regfile.sv:2033]
WARNING: [Synth 8-3848] Net axi_resp_o[b][user] in module/entity axi_lite_interface does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/clint/axi_lite_interface.sv:27]
WARNING: [Synth 8-3848] Net axi_resp_o[r][user] in module/entity axi_lite_interface does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/clint/axi_lite_interface.sv:27]
WARNING: [Synth 8-6426] Mix of Sync and Async assignments to register 'iIIR_reg' in module 'apb_uart' in the same process may cause logic issues. 
WARNING: [Synth 8-6426] Mix of Sync and Async assignments to register 'iLSR_reg' in module 'apb_uart' in the same process may cause logic issues. 
WARNING: [Synth 8-6426] Mix of Sync and Async assignments to register 'iIER_reg' in module 'apb_uart' in the same process may cause logic issues. 
WARNING: [Synth 8-6426] Mix of Sync and Async assignments to register 'iMCR_reg' in module 'apb_uart' in the same process may cause logic issues. 
WARNING: [Synth 8-87] always_comb on 'ip_re_o_reg' did not result in combinational logic [/home/nightwalkerhea/Desktop/cva6/corev_apu/rv_plic/rtl/plic_regmap.sv:325]
WARNING: [Synth 8-3848] Net spi\.r_id in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:32]
WARNING: [Synth 8-3848] Net ethernet\.r_id in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:34]
WARNING: [Synth 8-3848] Net ethernet\.r_user in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:34]
WARNING: [Synth 8-3848] Net eth_txck in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:45]
WARNING: [Synth 8-3848] Net eth_txctl in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:46]
WARNING: [Synth 8-3848] Net eth_txd in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:47]
WARNING: [Synth 8-3848] Net eth_rst_n in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:48]
WARNING: [Synth 8-3848] Net eth_mdc in module/entity ariane_peripherals does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_peripherals_xilinx.sv:52]
WARNING: [Synth 8-689] width (64) of port connection 's_axi_awaddr' does not match port width (32) of module 'axi_dwidth_converter_64_128' [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_xilinx.sv:2027]
WARNING: [Synth 8-689] width (64) of port connection 's_axi_araddr' does not match port width (32) of module 'axi_dwidth_converter_64_128' [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_xilinx.sv:2048]
WARNING: [Synth 8-350] instance 'i_axi_dwidth_converter_64_128' of module 'axi_dwidth_converter_64_128' requires 78 connections, but only 76 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_xilinx.sv:1988]
WARNING: [Synth 8-350] instance 'i_ddr' of module 'ddr4' requires 61 connections, but only 60 given [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_xilinx.sv:2066]
WARNING: [Synth 8-4446] all outputs are unconnected for this instance and logic may be removed [/home/nightwalkerhea/Desktop/cva6/corev_apu/fpga/src/ariane_xilinx.sv:2138]
WARNING: [Synth 8-3848] Net master\.aw_ready in module/entity ariane_xilinx does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/tb/axi_intf.sv:50]
WARNING: [Synth 8-3848] Net master\.w_ready in module/entity ariane_xilinx does not have driver. [/home/nightwalkerhea/Desktop/cva6/corev_apu/tb/axi_intf.sv:57]
